time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-24T13:12:06.823Z,27.124,140.2138,471,4.6,mb,,85,1.756,0.69,us,us70007vrd,2020-02-24T14:14:12.040Z,"198km W of Chichi-shima, Japan",earthquake,10.6,6.6,0.041,179,reviewed,us,us
2020-02-24T11:26:45.300Z,17.9563,-66.9886,13,3.23,md,10,215,0.111,0.13,pr,pr2020055021,2020-02-24T11:46:44.606Z,"6km ESE of La Parguera, Puerto Rico",earthquake,1.19,0.47,0.15,3,reviewed,pr,pr
2020-02-24T10:20:18.020Z,17.9333,-66.8098,10,3.22,md,11,211,0.081,0.12,pr,pr2020055020,2020-02-24T11:20:05.085Z,"6km S of Indios, Puerto Rico",earthquake,0.73,0.43,0.12,5,reviewed,pr,pr
2020-02-24T10:14:22.621Z,-44.7504,167.3591,10,4.8,mb,,97,0.729,1.15,us,us70007vpe,2020-02-24T11:02:44.073Z,"79km NNW of Te Anau, New Zealand",earthquake,4,1.9,0.155,13,reviewed,us,us
2020-02-24T09:49:45.610Z,17.871,-66.8435,13,3.03,md,8,247,0.11,0.17,pr,pr2020055019,2020-02-24T10:58:16.782Z,"12km SSE of Maria Antonia, Puerto Rico",earthquake,1.21,0.6,0.12,4,reviewed,pr,pr
2020-02-24T09:38:44.870Z,17.9295,-66.949,1,3.06,md,11,221,0.0834,0.11,pr,pr2020055018,2020-02-24T09:54:09.994Z,"6km SW of Guanica, Puerto Rico",earthquake,0.59,0.3,0.28,7,reviewed,pr,pr
2020-02-24T09:03:57.340Z,17.9995,-66.8683,14,3.23,md,11,123,0.0267,0.14,pr,pr2020055017,2020-02-24T11:19:12.122Z,"1km SSE of Palomas, Puerto Rico",earthquake,0.71,0.71,0.15,3,reviewed,pr,pr
2020-02-24T09:00:23.341Z,13.936,-92.6574,10,5,mww,,155,1.101,0.82,us,us70007vnd,2020-02-24T09:34:36.040Z,"80km SW of Ocos, Guatemala",earthquake,4.7,1.9,0.08,15,reviewed,us,us
2020-02-24T08:38:32.140Z,17.9491,-66.8355,15,3.09,md,9,217,0.0508,0.12,pr,pr2020055016,2020-02-24T10:52:38.073Z,"5km SSW of Indios, Puerto Rico",earthquake,0.91,0.46,0.11,5,reviewed,pr,pr
2020-02-24T08:01:44.290Z,17.8598,-66.8458,9,2.68,md,8,250,0.12,0.14,pr,pr2020055015,2020-02-24T08:29:20.968Z,"13km SSE of Maria Antonia, Puerto Rico",earthquake,0.74,1.09,0.22,4,reviewed,pr,pr
2020-02-24T07:26:57.190Z,36.582,-89.8891667,11.9,2.69,md,69,33,0.04957,0.12,nm,nm60304556,2020-02-26T02:57:10.527Z,"6km ENE of Malden, Missouri",earthquake,0.15,0.3,0.11,56,reviewed,nm,nm
2020-02-24T07:13:23.840Z,17.9276,-66.9118,9,2.6,md,9,225,0.0576,0.12,pr,pr2020055013,2020-02-24T07:38:01.615Z,"4km S of Guanica, Puerto Rico",earthquake,0.75,0.52,0.52,5,reviewed,pr,pr
2020-02-24T06:50:10.270Z,17.9241,-66.8841,5,3.01,md,11,217,0.0512,0.13,pr,pr2020055012,2020-02-24T07:35:51.040Z,"4km SSE of Guanica, Puerto Rico",earthquake,0.62,0.35,0.22,5,reviewed,pr,pr
2020-02-24T06:30:14.960Z,33.0666667,-92.5995,14.28,2.79,md,10,84,0.2558,0.27,nm,nm60304561,2020-02-26T00:05:24.581Z,"11km SE of El Dorado, Arkansas",earthquake,1.52,0.88,0.211,17,reviewed,nm,nm
2020-02-24T06:22:06.410Z,17.928,-66.8856,4,2.92,md,10,216,0.0475,0.12,pr,pr2020055011,2020-02-24T07:21:20.040Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.64,0.33,0.25,7,reviewed,pr,pr
2020-02-24T06:13:56.000Z,17.878,-66.851,15,2.87,md,9,244,0.1011,0.19,pr,pr2020055010,2020-02-24T06:30:46.770Z,"11km SSE of Guanica, Puerto Rico",earthquake,1.29,0.8,0.32,6,reviewed,pr,pr
2020-02-24T05:01:36.880Z,18.0146,-66.796,11,3.55,md,13,163,0.0921,0.21,pr,pr2020055009,2020-02-25T05:03:14.513Z,"4km SE of Indios, Puerto Rico",earthquake,0.99,0.8,0.12,6,reviewed,pr,pr
2020-02-24T04:41:45.700Z,17.9121,-66.986,10,3.18,md,11,234,0.124,0.23,pr,pr2020055008,2020-02-24T05:30:43.364Z,"9km SE of La Parguera, Puerto Rico",earthquake,1.08,0.81,0.27,7,reviewed,pr,pr
2020-02-24T03:38:31.610Z,17.9031,-66.8461,14,2.99,md,11,221,0.0792,0.21,pr,pr2020055007,2020-02-24T11:14:15.521Z,"11km S of Indios, Puerto Rico",earthquake,1.13,0.67,0.3,9,reviewed,pr,pr
2020-02-24T03:11:46.850Z,17.8191,-66.859,9,2.73,md,7,261,0.1573,0.09,pr,pr2020055006,2020-02-24T03:35:15.193Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.74,1.19,0.17,4,reviewed,pr,pr
2020-02-24T02:59:36.880Z,17.9318,-66.9631,10,3.21,md,11,223,0.0944,0.16,pr,pr2020055005,2020-02-24T03:32:25.575Z,"10km SSW of Guanica, Puerto Rico",earthquake,0.95,0.55,0.25,7,reviewed,pr,pr
2020-02-24T02:43:34.951Z,39.0628,27.9095,10.32,4.6,mb,,64,0.576,0.84,us,us70007vj1,2020-02-24T04:04:31.872Z,"17km NNE of Akhisar, Turkey",earthquake,5.6,4.4,0.081,46,reviewed,us,us
2020-02-24T02:29:18.150Z,17.8791,-66.8408,6,3.26,md,11,227,0.1034,0.16,pr,pr2020055004,2020-02-24T11:15:05.701Z,"10km S of Indios, Puerto Rico",earthquake,0.69,0.39,0.25,8,reviewed,pr,pr
2020-02-24T02:26:27.037Z,53.4339,-165.3329,35,3.8,mb,,208,0.749,0.7,us,us70007vix,2020-02-24T22:20:26.805Z,"83km SSE of Akutan, Alaska",earthquake,2.7,2,0.106,23,reviewed,us,us
2020-02-24T02:01:53.780Z,17.9461,-66.8401,15,2.58,md,7,218,0.0487,0.16,pr,pr2020055003,2020-02-24T10:04:31.031Z,"5km SSW of Indios, Puerto Rico",earthquake,1.4,0.62,0,3,reviewed,pr,pr
2020-02-24T01:38:10.640Z,18.0183,-66.7915,14,2.92,md,8,161,0.0978,0.3,pr,pr2020055002,2020-02-24T09:40:42.608Z,"0km SSE of Guayanilla, Puerto Rico",earthquake,0.85,1.24,0.21,4,reviewed,pr,pr
2020-02-24T00:38:07.140Z,17.9425,-66.9843,11,3.04,md,12,222,0.11,0.19,pr,pr2020055000,2020-02-24T00:59:19.909Z,"7km ESE of La Parguera, Puerto Rico",earthquake,0.81,0.5,0.11,6,reviewed,pr,pr
2020-02-24T00:33:48.004Z,31.2025,56.6379,10,4.6,mb,,84,5.688,0.76,us,us70007vgv,2020-02-24T00:54:11.040Z,"17km WSW of Ravar, Iran",earthquake,8.1,1.9,0.063,74,reviewed,us,us
2020-02-23T22:47:34.397Z,-3.1341,129.9851,46.39,4.5,mb,,60,4.68,0.64,us,us70007vfs,2020-02-24T00:26:16.040Z,"120km E of Amahai, Indonesia",earthquake,9.7,8.5,0.09,36,reviewed,us,us
2020-02-23T22:47:29.174Z,-23.9592,-67.1351,238.45,4.6,mb,,50,1.387,0.57,us,us70007vfk,2020-02-24T01:40:08.040Z,"87km WNW of San Antonio de los Cobres, Argentina",earthquake,10.5,10.6,0.244,5,reviewed,us,us
2020-02-23T22:30:45.130Z,17.939,-66.8925,13,2.7,md,11,212,0.0385,0.25,pr,pr2020054035,2020-02-23T22:50:27.841Z,"3km SSE of Guanica, Puerto Rico",earthquake,1.11,0.47,0.25,8,reviewed,pr,pr
2020-02-23T22:26:01.470Z,17.8208,-66.8653,7,3.1,md,10,261,0.1549,0.19,pr,pr2020054034,2020-02-24T01:02:14.040Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.84,0.49,0.24,7,reviewed,pr,pr
2020-02-23T22:01:56.480Z,49.339,-120.503833333333,-0.51,2.5,ml,7,231,,0.18,uw,uw61576937,2020-02-24T22:12:57.700Z,"13km S of Princeton, Canada",explosion,2.03,31.61,0.185320134357388,5,reviewed,uw,uw
2020-02-23T21:22:22.104Z,54.0134,-163.6213,35,2.6,ml,,229,0.815,1.05,us,us70007vgm,2020-02-24T00:44:23.040Z,"94km S of False Pass, Alaska",earthquake,3,2,0.148,6,reviewed,us,us
2020-02-23T20:15:10.579Z,64.5542,-148.8554,10.3,2.5,ml,,,,0.62,ak,ak0202hn0nbd,2020-02-23T20:38:19.040Z,"13km E of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-23T20:00:28.290Z,17.941,-66.8403,13,2.77,md,12,210,0.0517,0.13,pr,pr2020054032,2020-02-24T04:03:18.743Z,"11km S of Indios, Puerto Rico",earthquake,0.98,0.36,0.19,7,reviewed,pr,pr
2020-02-23T17:53:49.650Z,17.9,-66.8405,13,3.06,md,11,221,0.0845,0.21,pr,pr2020054030,2020-02-23T20:17:12.040Z,"10km S of Indios, Puerto Rico",earthquake,1.16,0.53,0.11,5,reviewed,pr,pr
2020-02-23T17:29:18.434Z,33.8329,140.7471,49.47,4.4,mb,,139,1.058,1.29,us,us70007vb4,2020-02-23T18:48:13.040Z,"121km NE of Hachijo-jima, Japan",earthquake,7.3,9.9,0.138,15,reviewed,us,us
2020-02-23T17:27:53.520Z,17.9115,-66.7688,4,3.29,md,12,212,0.1274,0.26,pr,pr2020054029,2020-02-24T00:05:13.287Z,"9km SSW of Tallaboa, Puerto Rico",earthquake,1.08,0.8,0.26,7,reviewed,pr,pr
2020-02-23T16:59:33.880Z,17.9968,-66.7596,14,2.69,md,6,188,0.1215,0.14,pr,pr2020054028,2020-02-23T17:11:15.480Z,"2km SSE of Magas Arriba, Puerto Rico",earthquake,2.09,1.16,0.22,4,reviewed,pr,pr
2020-02-23T16:54:40.035Z,38.4591,44.3226,10,4.5,mb,,87,1.004,0.47,us,us70007va8,2020-02-23T19:18:13.040Z,"24km SSE of Saray, Turkey",earthquake,5.5,1.9,0.092,34,reviewed,us,us
2020-02-23T16:40:00.557Z,38.4924,44.358,10,4.1,mb,,88,1.036,0.83,us,us70007vam,2020-02-23T19:10:54.040Z,"23km SE of Saray, Turkey",earthquake,5.6,1.9,0.12,19,reviewed,us,us
2020-02-23T16:37:53.421Z,38.4865,44.3181,10,4.2,mb,,87,1.004,0.74,us,us70007va1,2020-02-23T18:12:33.040Z,"21km SE of Saray, Turkey",earthquake,5.6,1.9,0.107,24,reviewed,us,us
2020-02-23T16:20:20.387Z,38.4728,44.2046,10,4,mb,,88,0.914,0.66,us,us70007v9u,2020-02-23T17:37:29.040Z,"19km S of Saray, Turkey",earthquake,5.4,2,0.173,9,reviewed,us,us
2020-02-23T16:15:43.716Z,60.9431,-151.242,60.6,3.5,ml,,,,0.67,ak,ak0202hkmzdo,2020-02-24T18:31:11.243Z,"28km N of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-23T16:08:46.380Z,17.7833,-66.8988,4,3.54,md,11,248,0.1928,0.3,pr,pr2020054026,2020-02-24T16:10:21.629Z,"31km S of Guanica, Puerto Rico",earthquake,1.31,1.03,0.21,5,reviewed,pr,pr
2020-02-23T16:00:31.602Z,38.4819,44.3671,10,6,mww,,19,1.042,0.84,us,us70007v9g,2020-02-24T16:03:56.090Z,"25km SE of Saray, Turkey",earthquake,5.5,1.8,0.05,38,reviewed,us,us
2020-02-23T15:00:50.520Z,17.9536,-66.7718,8,2.94,md,10,219,0.1095,0.08,pr,pr2020054023,2020-02-23T15:29:02.782Z,"6km SE of Indios, Puerto Rico",earthquake,0.65,0.88,0.19,4,reviewed,pr,pr
2020-02-23T14:52:29.820Z,17.8581,-66.8583,13,2.65,md,12,233,0.1188,0.14,pr,pr2020054024,2020-02-23T15:30:14.606Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.97,0.45,0.47,5,reviewed,pr,pr
2020-02-23T14:36:01.440Z,19.0901,-67.9161,28,3.31,md,10,324,0.83,0.5,pr,pr2020054022,2020-02-23T15:07:25.040Z,"89km NE of Punta Cana, Dominican Republic",earthquake,4.03,30.97,0.38,4,reviewed,pr,pr
2020-02-23T14:28:40.920Z,38.3837,44.2267,10,4.3,mb,,74,0.921,0.51,us,us70007v82,2020-02-23T16:21:10.415Z,"29km S of Saray, Turkey",earthquake,2.6,1.9,0.105,26,reviewed,us,us
2020-02-23T14:00:23.990Z,17.907,-66.7041,5,2.67,md,11,212,0.1674,0.24,pr,pr2020054019,2020-02-23T14:35:10.133Z,"9km S of Tallaboa, Puerto Rico",earthquake,1.01,0.67,0.22,6,reviewed,pr,pr
2020-02-23T13:53:35.110Z,26.9704,143.6791,10,4.7,mb,,139,1.338,0.69,us,us70007v7n,2020-02-23T14:46:16.040Z,"145km E of Chichi-shima, Japan",earthquake,8.9,1.9,0.091,36,reviewed,us,us
2020-02-23T13:25:40.611Z,28.4973,142.7839,10,5,mww,,122,1.493,0.61,us,us70007v7e,2020-02-23T14:17:36.040Z,"166km NNE of Chichi-shima, Japan",earthquake,8.4,1.9,0.08,15,reviewed,us,us
2020-02-23T13:07:12.340Z,17.959,-66.8575,11,2.54,md,8,212,0.027,0.17,pr,pr2020054018,2020-02-23T13:25:22.962Z,"3km ESE of Maria Antonia, Puerto Rico",earthquake,0.98,0.51,0.14,5,reviewed,pr,pr
2020-02-23T12:57:08.927Z,45.7198,148.3979,173.05,5.2,mb,,101,4.096,0.7,us,us70007v6u,2020-02-23T13:16:39.040Z,"67km NE of Kuril'sk, Russia",earthquake,9.2,7.2,0.058,99,reviewed,us,us
2020-02-23T12:40:18.820Z,39.0098,27.9248,10,4.4,mb,,37,0.63,0.91,us,us70007v6n,2020-02-24T03:18:12.982Z,"12km NE of Akhisar, Turkey",earthquake,4.7,1.9,0.179,9,reviewed,us,us
2020-02-23T10:55:44.752Z,-4.4964,151.1814,282.94,4.5,mb,,68,1.025,0.62,us,us70007v64,2020-02-23T11:41:57.040Z,"114km WSW of Rabaul, Papua New Guinea",earthquake,10.7,8.7,0.109,25,reviewed,us,us
2020-02-23T10:28:58.595Z,60.3123,-151.3548,47.7,2.5,ml,,,,0.44,ak,ak0202hh579o,2020-02-23T10:48:23.040Z,"5km SW of Cohoe, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-02-23T10:25:41.765Z,38.4381,44.3119,10,4.1,mb,,88,0.993,0.57,us,us70007v54,2020-02-23T10:45:45.040Z,"26km SSE of Saray, Turkey",earthquake,5.1,2,0.131,16,reviewed,us,us
2020-02-23T10:22:23.990Z,18.6836,-67.4583,9,3.26,md,12,191,0.2999,0.15,pr,pr2020054015,2020-02-23T18:24:50.776Z,"48km NW of San Antonio, Puerto Rico",earthquake,0.79,0.63,0.35,8,reviewed,pr,pr
2020-02-23T10:03:36.000Z,33.6831,141.3522,10,4.7,mb,,141,1.406,0.75,us,us70007v4s,2020-02-23T10:34:53.040Z,"159km ENE of Hachijo-jima, Japan",earthquake,7.9,1.9,0.11,25,reviewed,us,us
2020-02-23T09:49:28.540Z,17.9573,-66.8248,15,2.57,md,7,214,0.0572,0.16,pr,pr2020054014,2020-02-23T10:13:49.110Z,"4km S of Indios, Puerto Rico",earthquake,0.87,0.79,0.18,4,reviewed,pr,pr
2020-02-23T09:48:24.598Z,38.4181,44.3752,10,4.4,mb,,88,1.04,0.59,us,us70007v4j,2020-02-23T10:25:44.040Z,"30km SE of Saray, Turkey",earthquake,5.1,1.9,0.108,25,reviewed,us,us
2020-02-23T09:30:35.593Z,-7.1244,146.9055,76.85,4.8,mb,,113,2.279,1.06,us,us70007v4d,2020-02-23T12:45:08.426Z,"29km ENE of Bulolo, Papua New Guinea",earthquake,10.3,8.5,0.079,49,reviewed,us,us
2020-02-23T08:52:23.680Z,17.9496,-66.8433,13,2.76,md,11,207,0.044,0.15,pr,pr2020054013,2020-02-23T09:18:11.106Z,"5km SSW of Indios, Puerto Rico",earthquake,1,0.34,0.34,8,reviewed,pr,pr
2020-02-23T07:32:25.660Z,17.8865,-66.9168,10,3.07,md,10,232,0.0962,0.16,pr,pr2020054011,2020-02-23T08:12:22.789Z,"9km S of Guanica, Puerto Rico",earthquake,0.9,0.64,0.18,6,reviewed,pr,pr
2020-02-23T06:34:18.300Z,19.291,-67.8991,9,2.93,md,7,323,0.9991,0.18,pr,pr2020054010,2020-02-23T07:15:09.345Z,"94km NE of Punta Cana, Dominican Republic",earthquake,8.69,12.78,0.19,5,reviewed,pr,pr
2020-02-23T05:53:01.034Z,38.5041,44.4046,6.43,5.7,mww,,38,1.074,0.86,us,us70007v29,2020-02-25T06:08:27.211Z,"25km SE of Saray, Turkey",earthquake,3.1,3.5,0.046,46,reviewed,us,us
2020-02-23T05:44:25.650Z,17.909,-66.6936,9,2.53,md,10,211,0.1598,0.24,pr,pr2020054009,2020-02-23T06:04:00.655Z,"9km SSE of Tallaboa, Puerto Rico",earthquake,1,0.82,0.13,6,reviewed,pr,pr
2020-02-23T05:43:43.953Z,31.6362,-104.3864,5,2.6,ml,,70,0.423,0.59,us,us70007v26,2020-02-23T06:23:38.040Z,"75km W of Mentone, Texas",earthquake,1,1.9,0.101,52,reviewed,us,us
2020-02-23T04:46:13.110Z,17.8318,-66.8728,7,2.61,md,11,241,0.1434,0.1,pr,pr2020054006,2020-02-23T05:15:38.702Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.65,0.36,0.38,9,reviewed,pr,pr
2020-02-23T04:18:04.600Z,17.8428,-66.85,13,2.65,md,11,255,0.1355,0.15,pr,pr2020054005,2020-02-23T04:35:47.189Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.83,0.41,0.07,4,reviewed,pr,pr
2020-02-23T03:48:58.630Z,17.8236,-66.8675,6,2.77,md,7,261,0.1519,0.16,pr,pr2020054004,2020-02-23T07:23:13.388Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.85,0.52,0.32,5,reviewed,pr,pr
2020-02-23T03:41:17.490Z,17.9043,-66.8376,11,2.55,md,11,220,0.0821,0.23,pr,pr2020054003,2020-02-23T04:03:00.196Z,"9km SSE of Maria Antonia, Puerto Rico",earthquake,1.02,0.61,0.36,5,reviewed,pr,pr
2020-02-23T03:39:56.126Z,-0.1973,125.2781,47.59,5.1,mb,,63,2.299,1.31,us,us70007v12,2020-02-23T03:58:00.040Z,"141km SE of Modayag, Indonesia",earthquake,7.6,8.3,0.066,74,reviewed,us,us
2020-02-23T03:14:18.536Z,36.5102,70.7435,187.16,4.2,mb,,97,2.345,0.63,us,us70007v0s,2020-02-23T03:33:38.040Z,"40km SSW of Jarm, Afghanistan",earthquake,9,11.9,0.236,5,reviewed,us,us
2020-02-23T02:32:50.743Z,61.7916,-135.3713,11.8,3.4,ml,,,,0.81,ak,ak0202hceko5,2020-02-23T23:21:00.394Z,"117km WSW of Faro, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-02-23T02:08:07.089Z,-0.1911,125.2034,48.81,5.3,mww,,47,2.365,1.05,us,us70007v0d,2020-02-23T02:27:51.040Z,"135km SE of Modayag, Indonesia",earthquake,7.5,7,0.08,15,reviewed,us,us
2020-02-23T01:53:22.050Z,17.9145,-66.9308,12,2.6,md,11,232,0.0796,0.11,pr,pr2020054001,2020-02-23T02:14:38.745Z,"6km SSW of Guanica, Puerto Rico",earthquake,0.69,0.43,0.18,6,reviewed,pr,pr
2020-02-23T01:40:33.934Z,-37.8769,-92.2191,10,4.3,mb,,288,14.865,1.36,us,us70007uzz,2020-02-23T02:37:46.040Z,"West Chile Rise",earthquake,12.1,2,0.125,18,reviewed,us,us
2020-02-23T01:12:36.258Z,-30.4239,-71.7317,35,5,mb,,102,0.262,1.1,us,us70007uzl,2020-02-23T15:18:23.828Z,"54km WNW of Ovalle, Chile",earthquake,5.7,2,0.103,30,reviewed,us,us
2020-02-22T23:32:58.450Z,17.9355,-66.8326,14,2.58,md,12,212,0.0612,0.09,pr,pr2020053047,2020-02-23T00:46:57.143Z,"6km SSW of Indios, Puerto Rico",earthquake,0.61,0.42,0.36,7,reviewed,pr,pr
2020-02-22T23:19:02.678Z,-38.2601,-93.854,10,5,mb,,186,16.055,0.75,us,us70007uy9,2020-02-22T23:36:27.040Z,"West Chile Rise",earthquake,13.4,1.9,0.039,212,reviewed,us,us
2020-02-22T23:12:37.157Z,-38.1232,-93.7368,10,5.5,mww,,38,15.889,0.8,us,us70007uy4,2020-02-24T21:21:28.040Z,"West Chile Rise",earthquake,8.8,1.9,0.059,28,reviewed,us,us
2020-02-22T22:58:42.940Z,17.8996,-66.8965,11,3.08,md,12,225,0.0775,0.1,pr,pr2020053046,2020-02-22T23:49:34.632Z,"9km S of Guanica, Puerto Rico",earthquake,0.64,0.41,0.3,7,reviewed,pr,pr
2020-02-22T22:26:41.835Z,37.4165,31.4506,10.72,4.7,mb,,38,0.86,1.04,us,us70007uxg,2020-02-23T05:04:33.451Z,"5km WNW of Derebucak, Turkey",earthquake,2.3,4.7,0.068,65,reviewed,us,us
2020-02-22T22:10:04.200Z,17.9433,-66.839,12,2.96,md,12,209,0.0513,0.19,pr,pr2020053045,2020-02-22T22:57:43.040Z,"7km SSE of Indios, Puerto Rico",earthquake,1.11,0.44,0.28,8,reviewed,pr,pr
2020-02-22T20:42:15.651Z,39.4432,143.5229,10,4.3,mb,,136,4.723,0.92,us,us70007uwe,2020-02-22T22:27:50.040Z,"135km E of Yamada, Japan",earthquake,10.8,1.9,0.105,26,reviewed,us,us
2020-02-22T20:00:26.580Z,36.7988,-104.9547,6.08,2.7,ml,,91,0.073,0.32,us,us70007uw1,2020-02-22T22:13:50.040Z,"32km N of Cimarron, New Mexico",earthquake,5.2,2,0.062,34,reviewed,us,us
2020-02-22T19:59:13.789Z,58.8258,-135.3283,4.75,2.7,ml,,104,0.349,0.57,us,us70007uyw,2020-02-26T04:33:21.040Z,"45km S of Haines, Alaska",earthquake,2,7.8,0.052,48,reviewed,us,us
2020-02-22T19:52:27.510Z,17.9408,-66.9835,5,2.75,md,11,225,0.1098,0.11,pr,pr2020053042,2020-02-22T20:03:29.911Z,"7km ESE of La Parguera, Puerto Rico",earthquake,0.7,0.36,0.2,3,reviewed,pr,pr
2020-02-22T19:46:07.333Z,-22.4478,-174.3085,10,5.2,mb,,159,5.296,0.95,us,us70007uvu,2020-02-23T04:55:43.040Z,"140km SSE of `Ohonua, Tonga",earthquake,14.4,2,0.136,18,reviewed,us,us
2020-02-22T19:14:27.580Z,40.2895,-124.6736667,7.07,4.33,mw,27,286,0.2533,0.16,nc,nc73344735,2020-02-24T21:07:27.622Z,"33km W of Petrolia, CA",earthquake,1.48,0.86,,4,reviewed,nc,nc
2020-02-22T19:06:23.233Z,-26.9217,26.7666,5,3.5,mb_lg,,176,2.153,0.68,us,us70007v31,2020-02-24T23:27:12.587Z,"8km S of Stilfontein, South Africa",earthquake,7.6,2,0.18,8,reviewed,us,us
2020-02-22T18:55:25.720Z,17.9371,-66.9926,6,3.33,md,11,225,0.1196,0.09,pr,pr2020053041,2020-02-22T23:18:29.406Z,"9km SE of La Parguera, Puerto Rico",earthquake,0.78,0.34,0.11,7,reviewed,pr,pr
2020-02-22T18:50:17.303Z,-21.6778,-174.8168,10,5.2,mb,,60,5.266,0.96,us,us70007uuu,2020-02-22T19:09:03.040Z,"40km SSE of `Ohonua, Tonga",earthquake,10.6,1.9,0.068,72,reviewed,us,us
2020-02-22T16:29:35.528Z,5.4165,126.6889,35,4.7,mb,,121,1.978,0.96,us,us70007usz,2020-02-22T16:49:58.040Z,"118km SSE of Pondaguitan, Philippines",earthquake,5.9,2,0.089,38,reviewed,us,us
2020-02-22T15:39:07.523Z,5.4246,126.7476,35,4.8,mb,,146,2.005,0.7,us,us70007usq,2020-02-22T16:09:57.040Z,"121km SSE of Pondaguitan, Philippines",earthquake,7.2,2,0.139,16,reviewed,us,us
2020-02-22T15:34:45.820Z,5.4983,126.6753,56.99,5.2,mww,,113,1.903,1.22,us,us70007usp,2020-02-22T15:48:04.040Z,"110km SSE of Pondaguitan, Philippines",earthquake,8.6,10.1,0.078,16,reviewed,us,us
2020-02-22T15:29:53.435Z,5.4539,126.6796,55.37,5.1,mww,,157,1.942,1.16,us,us70007usm,2020-02-22T15:42:30.040Z,"114km SSE of Pondaguitan, Philippines",earthquake,6.1,9.3,0.075,17,reviewed,us,us
2020-02-22T15:24:28.760Z,17.9238,-66.825,14,2.73,md,11,214,0.0746,0.19,pr,pr2020053036,2020-02-22T16:13:07.320Z,"7km S of Indios, Puerto Rico",earthquake,1,0.85,0.24,7,reviewed,pr,pr
2020-02-22T11:36:02.260Z,19.5885,-68.927,112,3.55,md,12,342,1.883,0.55,pr,pr2020053028,2020-02-22T14:36:36.644Z,"60km NE of Santa Barbara de Samana, Dominican Republic",earthquake,8.54,14.54,0.24,9,reviewed,pr,pr
2020-02-22T11:28:04.120Z,36.36233333,-98.15083333,6.26,2.51,ml,95,55,0,0.19,ok,ok2020drww,2020-02-24T14:34:12.804Z,"23km SSE of Helena, Oklahoma",earthquake,,0.3,0.23,41,reviewed,ok,ok
2020-02-22T10:34:06.039Z,-14.8552,-177.3788,368.54,4.1,mb,,109,5.243,0.77,us,us70007uqv,2020-02-22T11:01:59.040Z,"104km SE of Sigave, Wallis and Futuna",earthquake,10,10.1,0.127,17,reviewed,us,us
2020-02-22T10:23:29.510Z,18.8888,-66.7506,69,2.61,md,11,255,0.5545,0.81,pr,pr2020053026,2020-02-22T11:36:32.681Z,"45km N of Hatillo, Puerto Rico",earthquake,6.22,11.84,0.26,7,reviewed,pr,pr
2020-02-22T10:14:31.053Z,6.2996,-72.1154,10,4.5,mb,,78,2.628,0.62,us,us70007uqn,2020-02-22T10:34:20.040Z,"37km ESE of Guican, Colombia",earthquake,3.5,1.9,0.076,51,reviewed,us,us
2020-02-22T09:31:15.850Z,17.952,-66.9543,11,2.68,md,8,217,0.0786,0.14,pr,pr2020053025,2020-02-22T09:56:28.341Z,"5km WSW of Guanica, Puerto Rico",earthquake,1.18,0.53,0.16,4,reviewed,pr,pr
2020-02-22T09:20:52.780Z,32.3263333,-115.3511667,28.12,2.67,ml,32,113,0.1008,0.24,ci,ci39080519,2020-02-24T22:00:45.690Z,"15km WSW of Delta, B.C., MX",earthquake,0.37,0.51,0.168,56,reviewed,ci,ci
2020-02-22T09:20:47.290Z,17.9891,-66.8316,16,2.78,md,10,178,0.0496,0.22,pr,pr2020053024,2020-02-22T09:42:16.525Z,"1km WSW of Indios, Puerto Rico",earthquake,0.99,0.83,0.09,5,reviewed,pr,pr
2020-02-22T09:01:00.510Z,17.922,-67.028,7,3.33,md,11,245,0.1174,0.14,pr,pr2020053023,2020-02-22T09:38:46.040Z,"11km S of La Parguera, Puerto Rico",earthquake,1.01,0.51,0.16,5,reviewed,pr,pr
2020-02-22T08:56:23.810Z,-3.3724,-77.6815,37.2,4.4,mb,,125,1.813,0.68,us,us70007uq6,2020-02-22T09:24:44.040Z,"96km E of Gualaquiza, Ecuador",earthquake,8.7,10.7,0.081,44,reviewed,us,us
2020-02-22T08:47:04.398Z,27.0347,143.6919,10,5.2,mb,,98,1.345,0.59,us,us70007upz,2020-02-22T09:05:39.040Z,"146km E of Chichi-shima, Japan",earthquake,7.8,1.9,0.029,406,reviewed,us,us
2020-02-22T08:46:06.007Z,37.2696,71.5619,116.06,4.7,mb,,61,2.218,1.04,us,us70007upy,2020-02-26T15:24:13.749Z,"23km W of Roshtqal'a, Tajikistan",earthquake,7.7,2.2,0.117,22,reviewed,us,us
